sample_id,target_object,region,comparison,high_text,comparison_text,high_answer_class,comparison_answer_class,high_hallucinated,comparison_hallucinated,paired_advantage
sample_000156,car,removed,low,"No, there is no car in the image. The image features a young boy riding a skateboard on a sidewalk.","No, there is no car in the image. The image features a young boy riding a skateboard on a sidewalk.",no,no,0,0,0
sample_000157,bicycle,removed,low,"Yes, there is a bicycle in the image, and a woman is sitting on it.","Yes, there is a bicycle in the image, and a woman is sitting on it.",yes,yes,1,1,0
sample_000158,car,removed,low,"Yes, there is a car in the image.","Yes, there is a car in the image.",yes,yes,1,1,0
sample_000159,dog,removed,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000160,bench,removed,low,"Yes, there is a bench in the image, and two people are sitting on it.","Yes, there is a bench in the image where the two people are sitting.",yes,yes,1,1,0
sample_000161,cat,removed,low,"Yes, there is a cat in the image. The cat is sitting in a window and looking out.","Yes, there is a cat in the image. The cat is sitting in a window and looking out.",yes,yes,1,1,0
sample_000162,bench,removed,low,"No, there is no bench in the image. The image features a dog standing on a sidewalk next to a tree.","No, there is no bench in the image. The image features a dog sitting on the ground next to a tree.",no,no,0,0,0
sample_000163,bench,removed,low,"Yes, there is a bench in the image. It is located outside a building and is positioned next to a potted plant.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000164,cat,removed,low,"Yes, there is a cat in the image, sitting in a bathroom sink.","Yes, there is a cat in the image, sitting in a bathroom sink.",yes,yes,1,1,0
sample_000165,bicycle,removed,low,"Yes, there is a bicycle in the image, and it is parked next to a wooden floor.","Yes, there is a bicycle in the image, and it is parked next to a wooden floor.",yes,yes,1,1,0
sample_000166,cat,removed,low,"Yes, there is a cat in the image. It is lying on top of a laptop computer.","Yes, there is a cat in the image. It is laying on top of a laptop computer.",yes,yes,1,1,0
sample_000167,car,removed,low,"Yes, there is a car in the image, and the two men are standing next to it.","Yes, there is a car in the image, and the two men are standing next to it.",yes,yes,1,1,0
sample_000168,bottle,removed,low,"Yes, there is a bottle in the image, which is placed next to the sandwich and the plastic container.","Yes, there is a bottle in the image, which is placed next to the sandwich and the cupcake.",yes,yes,1,1,0
sample_000169,dog,removed,low,"Yes, there is a dog in the image, and it is walking with a person.","Yes, there is a dog in the image, and it is walking with a person.",yes,yes,1,1,0
sample_000170,dog,removed,low,"No, there is no dog in the image. The image features a bed with a blanket and a pillow.","No, there is no dog in the image. The image features a bed with a blanket and a pillow.",no,no,0,0,0
sample_000171,bus,removed,low,"No, there is no bus in the image. The image features a car driving down a wet road.","No, there is no bus in the image. The image features a car driving down a wet road.",no,no,0,0,0
sample_000172,car,removed,low,"No, there is no car in the image. The image features a group of horses walking down a road.","No, there is no car in the image. The image features a group of horses walking down a road.",no,no,0,0,0
sample_000173,dog,removed,low,"Yes, there is a dog in the image, and it is sitting on a bed.","Yes, there is a dog in the image, and it is sitting on a bed.",yes,yes,1,1,0
sample_000174,chair,removed,low,"Yes, there is a chair in the image, located next to the desk.","Yes, there is a chair in the image, located next to the desk.",yes,yes,1,1,0
sample_000175,cat,removed,low,"Yes, there is a cat in the image.","Yes, there is a cat in the image.",yes,yes,1,1,0
sample_000176,chair,removed,low,"No, there is no chair in the image. The woman is sitting on a step or a brick wall.","No, there is no chair in the image. The woman is sitting on a step or a stair.",no,no,0,0,0
sample_000177,chair,removed,low,"Yes, there is a chair in the image, and the man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000178,chair,removed,low,"Yes, there is a chair in the image, and the two children are sitting on it.","Yes, there is a chair in the image, and the two children are sitting on it.",yes,yes,1,1,0
sample_000179,car,removed,low,"Yes, there is a car in the image, and it is driving next to a bus.","Yes, there is a car in the image, and it is driving next to a bus.",yes,yes,1,1,0
sample_000180,dog,removed,low,"Yes, there is a dog in the image, and it is sitting on the floor in front of a television.","Yes, there is a dog in the image, and it is sitting on the floor in front of a television.",yes,yes,1,1,0
sample_000181,bench,removed,low,"Yes, there is a bench in the image, and the woman is sitting on it.","Yes, there is a bench in the image, and the woman is sitting on it.",yes,yes,1,1,0
sample_000182,dog,removed,low,"Yes, there is a dog in the image, and it is laying down on a bed.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000183,dog,removed,low,"No, there is no dog in the image. The image features a cat lying on a bed.","No, there is no dog in the image. The image features a cat lying on a bed.",no,no,0,0,0
sample_000184,chair,removed,low,"Yes, there is a chair in the image, and the cat is sitting on top of it.","Yes, there is a chair in the image, and the cat is sitting on top of it.",yes,yes,1,1,0
sample_000185,bus,removed,low,"No, there is no bus in the image. The image features people holding umbrellas and walking on a street.","Yes, there is a bus in the image, and it is parked next to a building.",no,yes,0,1,1
sample_000186,bench,removed,low,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000187,chair,removed,low,"Yes, there is a chair in the image, located next to the couch.","Yes, there is a chair in the image, located next to the couch.",yes,yes,1,1,0
sample_000188,bus,removed,low,"Yes, there is a bus in the image, and it is blurry.","Yes, there is a bus in the image, and it is driving down a street.",yes,yes,1,1,0
sample_000189,dog,removed,low,"Yes, there is a dog in the image.","Yes, there is a dog in the image.",yes,yes,1,1,0
sample_000190,bottle,removed,low,"Yes, there is a bottle in the image, which is placed next to the sandwich.","Yes, there is a bottle in the image, which is placed next to the sandwich.",yes,yes,1,1,0
sample_000191,bus,removed,low,"No, there is no bus in the image. The image features a motorcycle and a car on a street.","No, there is no bus in the image. The image features a motorcycle and a car on a street.",no,no,0,0,0
sample_000192,bus,removed,low,"Yes, there is a bus in the image, parked next to the motorcycle.","Yes, there is a bus in the image, and it is parked next to the motorcycle.",yes,yes,1,1,0
sample_000193,bench,removed,low,"Yes, there is a bench in the image, and a person is sitting on it.","Yes, there is a bench in the image, and a person is sitting on it.",yes,yes,1,1,0
sample_000194,chair,removed,low,"Yes, there is a chair in the image, and it is positioned in front of the desk.","Yes, there is a chair in the image, and it is positioned in front of the desk.",yes,yes,1,1,0
sample_000195,bus,removed,low,"No, there is no bus in the image. The image features a truck driving down a road.","No, there is no bus in the image. The image features a truck driving down a road.",no,no,0,0,0
sample_000196,car,removed,low,"Yes, there is a car in the image, and the man and the child are riding on the back of it.","Yes, there is a car in the image, and the man and the child are riding on the back of it.",yes,yes,1,1,0
sample_000197,bench,removed,low,"Yes, there is a bench in the image, located next to a building and a tree.","Yes, there is a bench in the image, located next to a building and a tree.",yes,yes,1,1,0
sample_000198,bench,removed,low,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000199,bus,removed,low,"Yes, there is a bus in the image, and it is driving down the street.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000200,bus,removed,low,"Yes, there is a bus in the image, and it is parked on the side of the road.","Yes, there is a bus in the image, and it is parked on the side of the road.",yes,yes,1,1,0
sample_000201,cat,removed,low,"No, there is no cat in the image. The image features a car, not a cat.","No, there is no cat in the image. The image features a car, not a cat.",no,no,0,0,0
sample_000202,bicycle,removed,low,"Yes, there is a bicycle in the image.","Yes, there is a bicycle in the image.",yes,yes,1,1,0
sample_000203,chair,removed,low,"Yes, there is a chair in the image, which is located in the middle of the room.","Yes, there is a chair in the image, which is located in the living room.",yes,yes,1,1,0
sample_000204,car,removed,low,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
