sample_id,target_object,prompt,uncertainty_condition,random_condition,uncertainty_text,random_text,uncertainty_answer_class,random_answer_class,uncertainty_hallucinated,random_hallucinated,paired_advantage
sample_000504,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and the man is standing next to it.","Yes, there is a chair in the image, and the man is standing next to it.",yes,yes,1,1,0
sample_000505,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and a person is sitting on it.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000506,dog,Is there a dog in the image?,all,random_all,"Yes, there is a dog in the image, and it is standing on a grassy field.","Yes, there is a dog in the image, and it is standing on a patch of grass.",yes,yes,1,1,0
sample_000507,cat,Is there a cat in the image?,all,random_all,"No, there is no cat in the image. The image features a toilet and a sink in a bathroom.","No, there is no cat in the image. The image features a toilet and a sink in a bathroom.",no,no,0,0,0
sample_000508,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image.","Yes, there is a car in the image, and it is driving down a busy city street.",yes,yes,1,1,0
sample_000509,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, and it is driving down the street.","Yes, there is a car in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000510,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image, parked on the side of the road.","Yes, there is a bus in the image, parked on the side of the road.",yes,yes,1,1,0
sample_000511,bench,Is there a bench in the image?,all,random_all,"No, there is no bench in the image. The image features a man with a white shirt and a red collar.","No, there is no bench in the image. The image features a man standing on a tennis court.",no,no,0,0,0
sample_000512,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, which is located in front of a table.","Yes, there is a chair in the image, which is located in front of a table.",yes,yes,1,1,0
sample_000513,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and a man is sitting on it.","Yes, there is a bench in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000514,bottle,Is there a bottle in the image?,all,random_all,"Yes, there is a bottle in the image, which is placed on the table along with the wine glasses.","Yes, there is a bottle in the image, which is placed on the table along with the wine glasses.",yes,yes,1,1,0
sample_000515,cat,Is there a cat in the image?,all,random_all,"No, there is no cat in the image. The image features a laptop computer sitting on a desk.","No, there is no cat in the image. The image features a desk with a laptop and a book.",no,no,0,0,0
sample_000516,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and a man is sitting on it.","Yes, there is a chair in the image, and a man is sitting on it.",yes,yes,1,1,0
sample_000519,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and it is positioned in front of the laptop.","Yes, there is a chair in the image, and it is positioned in front of the laptop.",yes,yes,1,1,0
sample_000520,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000521,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, and it is parked in the background.","Yes, there is a car in the image, and it is parked in the background.",yes,yes,1,1,0
sample_000522,bottle,Is there a bottle in the image?,all,random_all,"Yes, there is a bottle in the image, and it is placed on the table.","Yes, there is a bottle in the image, and it is placed on the table.",yes,yes,1,1,0
sample_000523,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and the cat is sitting on top of it.","Yes, there is a chair in the image, and the cat is sitting on top of it.",yes,yes,1,1,0
sample_000524,bus,Is there a bus in the image?,all,random_all,"No, there is no bus in the image. The image features a car driving down a highway.","No, there is no bus in the image. The image features a car driving down a highway.",no,no,0,0,0
sample_000526,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image, driving down a road.","Yes, there is a bus in the image, driving down a road.",yes,yes,1,1,0
sample_000527,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and it is positioned next to a table.","Yes, there is a chair in the image, and it is placed next to a table.",yes,yes,1,1,0
sample_000528,cat,Is there a cat in the image?,all,random_all,"No, there is no cat in the image. The image features a dog laying on a bed.","No, there is no cat in the image. The image features a dog laying on a bed.",no,no,0,0,0
sample_000530,car,Is there a car in the image?,all,random_all,"Yes, there is a car in the image, and it is driving on a highway.","Yes, there is a car in the image, driving on a highway under a freeway sign.",yes,yes,1,1,0
sample_000532,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, and it is located next to the table.","Yes, there is a chair in the image, and it is located next to the table where the food is placed.",yes,yes,1,1,0
sample_000533,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image.","Yes, there is a bus in the image, and it is driving down the street.",yes,yes,1,1,0
sample_000534,bottle,Is there a bottle in the image?,all,random_all,"Yes, there is a bottle in the image, which is placed on a table.","Yes, there is a bottle in the image, which is placed on a table.",yes,yes,1,1,0
sample_000535,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, located near a window.","Yes, there is a chair in the image, located near a table.",yes,yes,1,1,0
sample_000536,bench,Is there a bench in the image?,all,random_all,"No, there is no bench in the image. The image features a tree in a park, surrounded by grass and leaves.","No, there is no bench in the image. The image features a tree and a pile of leaves on the ground.",no,no,0,0,0
sample_000537,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image, and it is parked in a bus station.","Yes, there is a bus in the image, and it is parked in a bus station.",yes,yes,1,1,0
sample_000538,bus,Is there a bus in the image?,all,random_all,"No, there is no bus in the image. The image shows a group of people walking on the tarmac near a large airplane.","No, there is no bus in the image. The image features a large jetliner with its door open, and a group of people walking around it.",no,no,0,0,0
sample_000539,car,Is there a car in the image?,all,random_all,"No, there is no car in the image. The image features a little girl standing next to a potted plant.","No, there is no car in the image. The image features a little girl standing next to a potted plant and holding an umbrella.",no,no,0,0,0
sample_000540,bottle,Is there a bottle in the image?,all,random_all,"Yes, there is a bottle in the image, which is placed next to the plate with the cake.","Yes, there is a bottle in the image, which is placed next to the plate with the cake.",yes,yes,1,1,0
sample_000541,dog,Is there a dog in the image?,all,random_all,"No, there is no dog in the image. The image features a woman and a baby in a kitchen.","No, there is no dog in the image. The image features a woman and a child in a kitchen.",no,no,0,0,0
sample_000542,bench,Is there a bench in the image?,all,random_all,Yes,"Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000543,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and two people are sitting on it.","Yes, there is a bench in the image.",yes,yes,1,1,0
sample_000544,cat,Is there a cat in the image?,all,random_all,"Yes, there is a cat in the image, and it is laying on top of a pile of stuffed animals.","No, there is no cat in the image. The image features a group of stuffed animals, including a stuffed elephant and a stuffed frog.",yes,no,1,0,-1
sample_000545,chair,Is there a chair in the image?,all,random_all,"Yes, there is a chair in the image, which is located in the living room.","Yes, there is a chair in the image, which is located in the living room.",yes,yes,1,1,0
sample_000547,dog,Is there a dog in the image?,all,random_all,"Yes, there is a dog in the image, and it is sitting in the back of a truck.","Yes, there is a dog in the image, and it is sitting in the back of a truck.",yes,yes,1,1,0
sample_000548,bus,Is there a bus in the image?,all,random_all,"Yes, there is a bus in the image, and it is parked next to a train.","Yes, there is a bus in the image, and it is parked next to a building.",yes,yes,1,1,0
sample_000549,bench,Is there a bench in the image?,all,random_all,"Yes, there is a bench in the image, and the boy is swinging a bat in front of it.","Yes, there is a bench in the image, and the boy is swinging a bat in front of it.",yes,yes,1,1,0
sample_000550,bench,Is there a bench in the image?,all,random_all,"No, there is no bench in the image. Instead, there is a statue of a man sitting on a newspaper.","Yes, there is a bench in the image, and it is located next to a brick wall.",no,yes,0,1,1
